VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,PU_Borough,PU_Zone,PU_service_zone,DO_Borough,DO_Zone,DO_service_zone,trip_id
2,2024-01-01 00:57:55.000000,2024-01-01 01:17:43.000000,1.0,1.72,1.0,N,186,79,2,17.7,1.0,0.5,0.0,0.0,1.0,22.7,2.5,0.0,Manhattan,Penn Station/Madison Sq West,Yellow Zone,Manhattan,East Village,Yellow Zone,0
1,2024-01-01 00:03:00.000000,2024-01-01 00:09:36.000000,1.0,1.8,1.0,N,140,236,1,10.0,3.5,0.5,3.75,0.0,1.0,18.75,2.5,0.0,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,1
1,2024-01-01 00:17:06.000000,2024-01-01 00:35:01.000000,1.0,4.7,1.0,N,236,79,1,23.3,3.5,0.5,3.0,0.0,1.0,31.3,2.5,0.0,Manhattan,Upper East Side North,Yellow Zone,Manhattan,East Village,Yellow Zone,2
1,2024-01-01 00:36:38.000000,2024-01-01 00:44:56.000000,1.0,1.4,1.0,N,79,211,1,10.0,3.5,0.5,2.0,0.0,1.0,17.0,2.5,0.0,Manhattan,East Village,Yellow Zone,Manhattan,SoHo,Yellow Zone,3
1,2024-01-01 00:46:51.000000,2024-01-01 00:52:57.000000,1.0,0.8,1.0,N,211,148,1,7.9,3.5,0.5,3.2,0.0,1.0,16.1,2.5,0.0,Manhattan,SoHo,Yellow Zone,Manhattan,Lower East Side,Yellow Zone,4
1,2024-01-01 00:54:08.000000,2024-01-01 01:26:31.000000,1.0,4.7,1.0,N,148,141,1,29.6,3.5,0.5,6.9,0.0,1.0,41.5,2.5,0.0,Manhattan,Lower East Side,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone,5
2,2024-01-01 00:49:44.000000,2024-01-01 01:15:47.000000,2.0,10.82,1.0,N,138,181,1,45.7,6.0,0.5,10.0,0.0,1.0,64.95,0.0,1.75,Queens,LaGuardia Airport,Airports,Brooklyn,Park Slope,Boro Zone,6
1,2024-01-01 00:30:40.000000,2024-01-01 00:58:40.000000,0.0,3.0,1.0,N,246,231,2,25.4,3.5,0.5,0.0,0.0,1.0,30.4,2.5,0.0,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,TriBeCa/Civic Center,Yellow Zone,7
2,2024-01-01 00:26:01.000000,2024-01-01 00:54:12.000000,1.0,5.44,1.0,N,161,261,2,31.0,1.0,0.5,0.0,0.0,1.0,36.0,2.5,0.0,Manhattan,Midtown Center,Yellow Zone,Manhattan,World Trade Center,Yellow Zone,8
2,2024-01-01 00:28:08.000000,2024-01-01 00:29:16.000000,1.0,0.04,1.0,N,113,113,2,3.0,1.0,0.5,0.0,0.0,1.0,8.0,2.5,0.0,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone,9
2,2024-01-01 00:35:22.000000,2024-01-01 00:41:41.000000,2.0,0.75,1.0,N,107,137,1,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0,Manhattan,Gramercy,Yellow Zone,Manhattan,Kips Bay,Yellow Zone,10
1,2024-01-01 00:25:00.000000,2024-01-01 00:34:03.000000,2.0,1.2,1.0,N,158,246,1,14.9,3.5,0.5,3.95,0.0,1.0,23.85,2.5,0.0,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,11
1,2024-01-01 00:35:16.000000,2024-01-01 01:11:52.000000,2.0,8.2,1.0,N,246,190,1,59.0,3.5,0.5,14.15,6.94,1.0,85.09,2.5,0.0,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Brooklyn,Prospect Park,Boro Zone,12
1,2024-01-01 00:43:27.000000,2024-01-01 00:47:11.000000,2.0,0.4,1.0,N,68,90,1,5.8,3.5,0.5,1.25,0.0,1.0,12.05,2.5,0.0,Manhattan,East Chelsea,Yellow Zone,Manhattan,Flatiron,Yellow Zone,13
1,2024-01-01 00:51:53.000000,2024-01-01 00:55:43.000000,1.0,0.8,1.0,N,90,68,2,6.5,3.5,0.5,0.0,0.0,1.0,11.5,2.5,0.0,Manhattan,Flatiron,Yellow Zone,Manhattan,East Chelsea,Yellow Zone,14
1,2024-01-01 00:50:09.000000,2024-01-01 01:03:57.000000,1.0,5.0,1.0,N,132,216,2,21.2,2.75,0.5,0.0,0.0,1.0,25.45,0.0,1.75,Queens,JFK Airport,Airports,Queens,South Ozone Park,Boro Zone,15
1,2024-01-01 00:41:06.000000,2024-01-01 00:53:42.000000,1.0,1.5,1.0,N,164,79,1,12.8,3.5,0.5,4.45,0.0,1.0,22.25,2.5,0.0,Manhattan,Midtown South,Yellow Zone,Manhattan,East Village,Yellow Zone,16
2,2024-01-01 00:52:09.000000,2024-01-01 00:52:28.000000,1.0,0.0,1.0,N,237,237,2,3.0,1.0,0.5,0.0,0.0,1.0,8.0,2.5,0.0,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone,17
2,2024-01-01 00:56:38.000000,2024-01-01 01:03:17.000000,1.0,1.5,1.0,N,141,263,1,9.3,1.0,0.5,3.0,0.0,1.0,17.3,2.5,0.0,Manhattan,Lenox Hill West,Yellow Zone,Manhattan,Yorkville West,Yellow Zone,18
2,2024-01-01 00:32:34.000000,2024-01-01 00:49:33.000000,1.0,2.57,1.0,N,161,263,1,17.7,1.0,0.5,10.0,0.0,1.0,32.7,2.5,0.0,Manhattan,Midtown Center,Yellow Zone,Manhattan,Yorkville West,Yellow Zone,19
2,2024-01-01 00:52:30.000000,2024-01-01 00:57:37.000000,1.0,0.66,1.0,N,263,236,1,6.5,1.0,0.5,2.88,0.0,1.0,14.38,2.5,0.0,Manhattan,Yorkville West,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,20
1,2024-01-01 00:36:30.000000,2024-01-01 01:13:53.000000,2.0,1.7,1.0,N,246,170,1,29.6,3.5,0.5,6.9,0.0,1.0,41.5,2.5,0.0,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,21
2,2024-01-01 00:44:24.000000,2024-01-01 00:51:57.000000,1.0,0.94,1.0,N,158,113,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone,22
1,2024-01-01 00:14:29.000000,2024-01-01 00:14:29.000000,1.0,0.0,1.0,N,236,264,2,3.0,3.5,0.5,0.0,0.0,1.0,8.0,2.5,0.0,Manhattan,Upper East Side North,Yellow Zone,Unknown,,,23
1,2024-01-01 00:42:05.000000,2024-01-01 01:16:49.000000,1.0,23.9,5.0,N,263,265,1,120.0,0.0,0.0,0.0,6.94,1.0,127.94,0.0,0.0,Manhattan,Yorkville West,Yellow Zone,,Outside of NYC,,24
2,2024-01-01 00:12:35.000000,2024-01-01 00:19:21.000000,2.0,1.08,1.0,N,148,4,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,Manhattan,Lower East Side,Yellow Zone,Manhattan,Alphabet City,Yellow Zone,25
2,2024-01-01 00:20:11.000000,2024-01-01 00:42:53.000000,1.0,5.88,1.0,N,4,238,1,28.9,1.0,0.5,2.5,0.0,1.0,36.4,2.5,0.0,Manhattan,Alphabet City,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone,26
2,2024-01-01 00:44:01.000000,2024-01-01 00:54:31.000000,2.0,2.22,1.0,N,238,50,1,13.5,1.0,0.5,0.0,0.0,1.0,18.5,2.5,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Clinton West,Yellow Zone,27
1,2024-01-01 00:08:12.000000,2024-01-01 00:41:08.000000,1.0,5.1,1.0,N,239,114,2,28.9,3.5,0.5,0.0,0.0,1.0,33.9,2.5,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Greenwich Village South,Yellow Zone,28
2,2024-01-01 00:36:25.000000,2024-01-01 00:47:26.000000,2.0,2.09,1.0,N,233,79,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0,Manhattan,UN/Turtle Bay South,Yellow Zone,Manhattan,East Village,Yellow Zone,29
2,2024-01-01 00:49:31.000000,2024-01-01 01:35:41.000000,2.0,8.89,1.0,N,79,41,1,47.8,1.0,0.5,7.92,0.0,1.0,60.72,2.5,0.0,Manhattan,East Village,Yellow Zone,Manhattan,Central Harlem,Boro Zone,30
1,2024-01-01 00:15:34.000000,2024-01-01 00:28:51.000000,2.0,2.1,1.0,N,162,143,1,14.2,3.5,0.5,3.8,0.0,1.0,23.0,2.5,0.0,Manhattan,Midtown East,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone,31
2,2024-01-01 00:15:26.000000,2024-01-01 00:33:57.000000,1.0,11.51,1.0,N,262,171,1,44.3,1.0,0.5,11.25,6.94,1.0,67.49,2.5,0.0,Manhattan,Yorkville East,Yellow Zone,Queens,Murray Hill-Queens,Boro Zone,32
2,2024-01-01 00:18:36.000000,2024-01-01 00:40:49.000000,1.0,1.79,1.0,N,239,68,2,19.8,1.0,0.5,0.0,0.0,1.0,24.8,2.5,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,East Chelsea,Yellow Zone,33
1,2024-01-01 00:09:17.000000,2024-01-01 00:16:55.000000,2.0,2.5,1.0,N,137,140,2,12.1,3.5,0.5,0.0,0.0,1.0,17.1,2.5,0.0,Manhattan,Kips Bay,Yellow Zone,Manhattan,Lenox Hill East,Yellow Zone,34
1,2024-01-01 00:21:40.000000,2024-01-01 00:27:05.000000,1.0,1.6,1.0,N,140,229,1,9.3,3.5,0.5,3.55,0.0,1.0,17.85,2.5,0.0,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,35
1,2024-01-01 00:39:03.000000,2024-01-01 00:44:28.000000,4.0,1.1,1.0,N,236,238,1,7.9,3.5,0.5,0.0,0.0,1.0,12.9,2.5,0.0,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone,36
1,2024-01-01 00:45:51.000000,2024-01-01 00:49:43.000000,2.0,0.7,1.0,N,238,142,1,6.5,3.5,0.5,2.3,0.0,1.0,13.8,2.5,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone,37
1,2024-01-01 00:50:46.000000,2024-01-01 00:57:26.000000,2.0,1.1,1.0,N,142,239,4,8.6,3.5,0.5,0.0,0.0,1.0,13.6,2.5,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone,38
2,2024-01-01 00:09:49.000000,2024-01-01 00:22:00.000000,1.0,2.96,1.0,N,229,249,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Manhattan,West Village,Yellow Zone,39
2,2024-01-01 00:36:44.000000,2024-01-01 00:54:40.000000,1.0,1.2,1.0,N,186,48,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0,Manhattan,Penn Station/Madison Sq West,Yellow Zone,Manhattan,Clinton East,Yellow Zone,40
2,2024-01-01 00:58:11.000000,2024-01-01 01:24:47.000000,1.0,2.42,1.0,N,68,125,1,23.3,1.0,0.5,0.0,0.0,1.0,28.3,2.5,0.0,Manhattan,East Chelsea,Yellow Zone,Manhattan,Hudson Sq,Yellow Zone,41
2,2024-01-01 00:24:41.000000,2024-01-01 00:54:01.000000,1.0,5.28,1.0,N,113,238,1,31.0,1.0,0.5,7.2,0.0,1.0,43.2,2.5,0.0,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone,42
2,2024-01-01 00:55:58.000000,2024-01-01 01:03:54.000000,1.0,1.47,1.0,N,238,142,1,10.0,1.0,0.5,2.0,0.0,1.0,17.0,2.5,0.0,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone,43
2,2024-01-01 00:19:36.000000,2024-01-01 00:31:57.000000,3.0,2.41,1.0,N,239,236,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,44
2,2024-01-01 00:45:44.000000,2024-01-01 00:51:25.000000,4.0,1.04,1.0,N,142,163,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Midtown North,Yellow Zone,45
2,2024-01-01 00:55:21.000000,2024-01-01 01:12:17.000000,4.0,2.41,1.0,N,163,140,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0,Manhattan,Midtown North,Yellow Zone,Manhattan,Lenox Hill East,Yellow Zone,46
2,2024-01-01 00:05:45.000000,2024-01-01 00:17:29.000000,1.0,1.06,1.0,N,246,90,2,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,Flatiron,Yellow Zone,47
2,2024-01-01 00:18:38.000000,2024-01-01 00:26:09.000000,1.0,0.83,1.0,N,234,170,1,8.6,1.0,0.5,3.4,0.0,1.0,17.0,2.5,0.0,Manhattan,Union Sq,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,48
2,2024-01-01 00:38:58.000000,2024-01-01 00:53:37.000000,1.0,1.94,1.0,N,114,79,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,East Village,Yellow Zone,49
2,2024-01-01 00:58:18.000000,2024-01-01 01:11:51.000000,1.0,2.23,1.0,N,79,229,1,14.2,1.0,0.5,2.0,0.0,1.0,21.2,2.5,0.0,Manhattan,East Village,Yellow Zone,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,50
2,2024-01-01 00:14:43.000000,2024-01-01 00:20:30.000000,1.0,0.78,1.0,N,142,239,1,7.2,1.0,0.5,3.05,0.0,1.0,15.25,2.5,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone,51
2,2024-01-01 00:22:44.000000,2024-01-01 00:35:03.000000,1.0,2.02,1.0,N,239,262,1,14.2,1.0,0.5,3.0,0.0,1.0,22.2,2.5,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Yorkville East,Yellow Zone,52
2,2024-01-01 00:50:08.000000,2024-01-01 01:00:50.000000,1.0,0.57,1.0,N,163,163,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0,Manhattan,Midtown North,Yellow Zone,Manhattan,Midtown North,Yellow Zone,53
2,2024-01-01 00:36:26.000000,2024-01-01 01:08:23.000000,1.0,11.48,1.0,N,148,244,1,47.8,1.0,0.5,10.56,0.0,1.0,63.36,2.5,0.0,Manhattan,Lower East Side,Yellow Zone,Manhattan,Washington Heights South,Boro Zone,54
2,2024-01-01 00:13:52.000000,2024-01-01 00:29:41.000000,1.0,8.89,1.0,N,138,107,1,35.2,6.0,0.5,10.43,6.94,1.0,64.32,2.5,1.75,Queens,LaGuardia Airport,Airports,Manhattan,Gramercy,Yellow Zone,55
2,2024-01-01 00:40:01.000000,2024-01-01 01:18:26.000000,2.0,5.27,1.0,N,232,246,1,38.0,1.0,0.5,8.6,0.0,1.0,51.6,2.5,0.0,Manhattan,Two Bridges/Seward Park,Yellow Zone,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,56
1,2024-01-01 00:24:31.000000,2024-01-01 00:41:04.000000,1.0,6.6,1.0,N,142,244,2,28.2,3.5,0.5,0.0,0.0,1.0,33.2,2.5,0.0,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Washington Heights South,Boro Zone,57
2,2024-01-01 00:09:29.000000,2024-01-01 00:24:42.000000,1.0,3.91,1.0,N,140,202,2,19.1,1.0,0.5,0.0,0.0,1.0,24.1,2.5,0.0,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Roosevelt Island,Boro Zone,58
2,2024-01-01 00:34:30.000000,2024-01-01 00:43:24.000000,2.0,1.24,1.0,N,249,79,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0,Manhattan,West Village,Yellow Zone,Manhattan,East Village,Yellow Zone,59
2,2024-01-01 00:45:26.000000,2024-01-01 01:23:16.000000,2.0,5.35,1.0,N,79,48,1,34.5,1.0,0.5,6.08,0.0,1.0,45.58,2.5,0.0,Manhattan,East Village,Yellow Zone,Manhattan,Clinton East,Yellow Zone,60
1,2024-01-01 00:14:47.000000,2024-01-01 00:40:55.000000,1.0,3.0,1.0,N,43,68,2,21.9,3.5,0.5,0.0,0.0,1.0,26.9,2.5,0.0,Manhattan,Central Park,Yellow Zone,Manhattan,East Chelsea,Yellow Zone,61
1,2024-01-01 00:47:51.000000,2024-01-01 01:21:04.000000,1.0,3.8,1.0,N,246,145,1,27.5,3.5,0.5,7.9,6.94,1.0,47.34,2.5,0.0,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Queens,Long Island City/Hunters Point,Boro Zone,62
2,2024-01-01 00:32:03.000000,2024-01-01 00:54:57.000000,2.0,1.69,1.0,N,161,90,1,19.8,1.0,0.5,1.0,0.0,1.0,25.8,2.5,0.0,Manhattan,Midtown Center,Yellow Zone,Manhattan,Flatiron,Yellow Zone,63
1,2024-01-01 00:38:04.000000,2024-01-01 00:42:53.000000,2.0,0.7,1.0,N,143,142,1,6.5,3.5,0.5,2.0,0.0,1.0,13.5,2.5,0.0,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone,64
1,2024-01-01 00:48:30.000000,2024-01-01 01:03:44.000000,1.0,0.8,1.0,N,48,68,2,13.5,3.5,0.5,0.0,0.0,1.0,18.5,2.5,0.0,Manhattan,Clinton East,Yellow Zone,Manhattan,East Chelsea,Yellow Zone,65
2,2024-01-01 00:18:51.000000,2024-01-01 00:33:03.000000,1.0,2.14,1.0,N,249,232,1,14.9,1.0,0.5,5.97,0.0,1.0,25.87,2.5,0.0,Manhattan,West Village,Yellow Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone,66
2,2024-01-01 00:39:51.000000,2024-01-01 00:48:56.000000,2.0,1.79,1.0,N,148,249,1,11.4,1.0,0.5,4.92,0.0,1.0,21.32,2.5,0.0,Manhattan,Lower East Side,Yellow Zone,Manhattan,West Village,Yellow Zone,67
1,2024-01-01 00:57:24.000000,2024-01-01 01:06:53.000000,2.0,1.2,1.0,N,148,107,1,10.7,3.5,0.5,2.36,0.0,1.0,18.06,2.5,0.0,Manhattan,Lower East Side,Yellow Zone,Manhattan,Gramercy,Yellow Zone,68
2,2024-01-01 00:44:37.000000,2024-01-01 00:56:29.000000,2.0,1.01,1.0,N,68,107,1,11.4,1.0,0.5,4.1,0.0,1.0,20.5,2.5,0.0,Manhattan,East Chelsea,Yellow Zone,Manhattan,Gramercy,Yellow Zone,69
2,2024-01-01 00:39:47.000000,2024-01-01 01:00:24.000000,1.0,2.21,1.0,N,237,137,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Kips Bay,Yellow Zone,70
2,2024-01-01 00:13:55.000000,2024-01-01 00:27:27.000000,1.0,2.12,1.0,N,234,148,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0,Manhattan,Union Sq,Yellow Zone,Manhattan,Lower East Side,Yellow Zone,71
2,2024-01-01 00:33:00.000000,2024-01-01 00:51:54.000000,1.0,3.6,1.0,N,148,141,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0,Manhattan,Lower East Side,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone,72
2,2024-01-01 00:29:21.000000,2024-01-01 00:34:32.000000,2.0,0.67,1.0,N,237,236,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,73
2,2024-01-01 00:36:09.000000,2024-01-01 01:08:16.000000,1.0,2.88,1.0,N,236,137,1,27.5,1.0,0.5,6.5,0.0,1.0,39.0,2.5,0.0,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Kips Bay,Yellow Zone,74
2,2024-01-01 00:46:16.000000,2024-01-01 01:20:10.000000,1.0,20.85,2.0,N,132,239,1,70.0,0.0,0.5,0.0,6.94,1.0,82.69,2.5,1.75,Queens,JFK Airport,Airports,Manhattan,Upper West Side South,Yellow Zone,75
2,2024-01-01 00:14:52.000000,2024-01-01 00:17:38.000000,5.0,0.55,1.0,N,239,143,1,5.1,1.0,0.5,1.52,0.0,1.0,11.62,2.5,0.0,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone,76
2,2024-01-01 00:22:06.000000,2024-01-01 00:51:28.000000,5.0,3.1,1.0,N,143,170,1,26.8,1.0,0.5,6.36,0.0,1.0,38.16,2.5,0.0,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,77
1,2024-01-01 00:27:23.000000,2024-01-01 00:35:26.000000,4.0,1.0,1.0,N,43,161,1,9.3,3.5,0.5,5.0,0.0,1.0,19.3,2.5,0.0,Manhattan,Central Park,Yellow Zone,Manhattan,Midtown Center,Yellow Zone,78
1,2024-01-01 00:45:38.000000,2024-01-01 01:01:57.000000,2.0,1.8,1.0,N,161,236,1,16.3,3.5,0.5,4.26,0.0,1.0,25.56,2.5,0.0,Manhattan,Midtown Center,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,79
2,2024-01-01 00:21:22.000000,2024-01-01 00:45:26.000000,1.0,1.88,1.0,N,234,162,2,20.5,1.0,0.5,0.0,0.0,1.0,25.5,2.5,0.0,Manhattan,Union Sq,Yellow Zone,Manhattan,Midtown East,Yellow Zone,80
2,2024-01-01 00:52:30.000000,2024-01-01 01:10:29.000000,1.0,1.84,1.0,N,162,113,1,16.3,1.0,0.5,5.33,0.0,1.0,26.63,2.5,0.0,Manhattan,Midtown East,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone,81
2,2024-01-01 00:08:48.000000,2024-01-01 00:09:33.000000,1.0,0.05,1.0,N,246,68,1,3.0,1.0,0.5,0.08,0.0,1.0,8.08,2.5,0.0,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,East Chelsea,Yellow Zone,82
2,2024-01-01 00:33:59.000000,2024-01-01 00:39:53.000000,1.0,0.71,1.0,N,48,142,1,7.2,1.0,0.5,3.66,0.0,1.0,15.86,2.5,0.0,Manhattan,Clinton East,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone,83
1,2024-01-01 00:27:13.000000,2024-01-01 00:29:51.000000,2.0,0.2,1.0,N,170,233,1,4.4,3.5,0.5,0.0,0.0,1.0,9.4,2.5,0.0,Manhattan,Murray Hill,Yellow Zone,Manhattan,UN/Turtle Bay South,Yellow Zone,84
1,2024-01-01 00:50:29.000000,2024-01-01 01:42:04.000000,4.0,2.3,1.0,N,43,186,2,40.1,3.5,0.5,0.0,0.0,1.0,45.1,2.5,0.0,Manhattan,Central Park,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone,85
1,2024-01-01 00:54:24.000000,2024-01-01 01:28:53.000000,1.0,9.5,1.0,N,233,181,1,44.3,3.5,0.5,9.85,0.0,1.0,59.15,2.5,0.0,Manhattan,UN/Turtle Bay South,Yellow Zone,Brooklyn,Park Slope,Boro Zone,86
2,2024-01-01 00:27:02.000000,2024-01-01 01:03:56.000000,1.0,5.91,1.0,N,262,244,1,35.2,1.0,0.5,8.04,0.0,1.0,48.24,2.5,0.0,Manhattan,Yorkville East,Yellow Zone,Manhattan,Washington Heights South,Boro Zone,87
2,2024-01-01 00:21:00.000000,2024-01-01 00:46:17.000000,1.0,1.51,1.0,N,68,50,1,21.2,1.0,0.5,4.74,0.0,1.0,28.44,0.0,0.0,Manhattan,East Chelsea,Yellow Zone,Manhattan,Clinton West,Yellow Zone,88
2,2024-01-01 00:50:40.000000,2024-01-01 01:13:44.000000,1.0,1.11,1.0,N,50,233,2,20.5,1.0,0.5,0.0,0.0,1.0,23.0,0.0,0.0,Manhattan,Clinton West,Yellow Zone,Manhattan,UN/Turtle Bay South,Yellow Zone,89
2,2024-01-01 00:07:59.000000,2024-01-01 00:14:37.000000,1.0,1.52,1.0,N,137,141,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,Manhattan,Kips Bay,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone,90
2,2024-01-01 00:30:53.000000,2024-01-01 00:40:38.000000,1.0,3.04,1.0,N,170,148,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,Manhattan,Murray Hill,Yellow Zone,Manhattan,Lower East Side,Yellow Zone,91
1,2024-01-01 00:20:39.000000,2024-01-01 00:33:30.000000,2.0,2.1,1.0,N,79,170,1,12.8,3.5,0.5,0.0,0.0,1.0,17.8,2.5,0.0,Manhattan,East Village,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,92
2,2024-01-01 00:19:39.000000,2024-01-01 00:41:38.000000,1.0,1.55,1.0,N,68,50,2,19.1,1.0,0.5,0.0,0.0,1.0,24.1,2.5,0.0,Manhattan,East Chelsea,Yellow Zone,Manhattan,Clinton West,Yellow Zone,93
2,2024-01-01 00:42:43.000000,2024-01-01 00:50:49.000000,1.0,2.0,1.0,N,50,238,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,Manhattan,Clinton West,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone,94
2,2024-01-01 00:54:16.000000,2024-01-01 01:27:40.000000,1.0,13.74,1.0,N,239,95,1,56.9,1.0,0.5,13.77,6.94,1.0,82.61,2.5,0.0,Manhattan,Upper West Side South,Yellow Zone,Queens,Forest Hills,Boro Zone,95
2,2024-01-01 00:13:58.000000,2024-01-01 00:33:39.000000,1.0,4.2,1.0,N,148,237,1,21.9,1.0,0.5,5.38,0.0,1.0,32.28,2.5,0.0,Manhattan,Lower East Side,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone,96
2,2024-01-01 00:35:53.000000,2024-01-01 00:47:59.000000,1.0,1.14,1.0,N,237,233,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,Manhattan,Upper East Side South,Yellow Zone,Manhattan,UN/Turtle Bay South,Yellow Zone,97
2,2024-01-01 00:50:28.000000,2024-01-01 01:38:39.000000,1.0,20.34,1.0,N,132,26,1,80.0,1.0,0.5,2.0,0.0,1.0,86.25,0.0,1.75,Queens,JFK Airport,Airports,Brooklyn,Borough Park,Boro Zone,98
2,2024-01-01 00:18:24.000000,2024-01-01 00:30:39.000000,1.0,2.16,1.0,N,249,232,4,-13.5,-1.0,-0.5,0.0,0.0,-1.0,-18.5,-2.5,0.0,Manhattan,West Village,Yellow Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone,99
2,2024-01-01 00:18:24.000000,2024-01-01 00:30:39.000000,1.0,2.16,1.0,N,249,232,4,13.5,1.0,0.5,0.0,0.0,1.0,18.5,2.5,0.0,Manhattan,West Village,Yellow Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone,100
2,2024-01-01 00:39:59.000000,2024-01-01 00:54:14.000000,1.0,2.88,1.0,N,148,229,1,15.6,1.0,0.5,5.15,0.0,1.0,25.75,2.5,0.0,Manhattan,Lower East Side,Yellow Zone,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,101
